Class_ID,train,val,test,Total
1363181,166,48,24,238
1363182,144,41,21,206
1363183,74,22,11,107
1363187,133,38,20,191
1363191,206,59,30,295
1363196,15,4,3,22
1363199,350,100,51,501
1363200,119,34,18,171
1363212,319,92,46,457
1363213,228,65,33,326
1363214,242,69,35,346
1363216,352,101,51,504
1363217,228,66,33,327
1363218,228,66,33,327
1363219,176,50,26,252
1363222,62,19,9,90
1363223,145,42,21,208
1363224,251,72,36,359
1363225,186,53,27,266
1363226,357,102,52,511
1363227,353,101,51,505
1363229,224,64,33,321
1363232,247,71,36,354
1363235,29,8,5,42
1363236,345,99,50,494
1363248,264,76,38,378
1363249,182,52,27,261
1363250,294,84,43,421
1363253,198,57,29,284
1363254,3,1,1,5
1363255,111,32,16,159
1363257,142,40,21,203
1363259,183,52,27,262
1363261,350,100,51,501
1363264,257,74,37,368
1363266,138,40,20,198
1363267,224,64,33,321
1363268,361,103,52,516
1363273,5,2,1,8
1363274,149,43,22,214
1363275,226,64,33,323
1363281,269,77,39,385
1363282,156,44,23,223
1363283,239,68,35,342
1363287,186,53,27,266
1363292,189,54,28,271
1363293,292,84,42,418
1363302,158,45,23,226
1363303,120,34,18,172
1363307,18,6,3,27
1363309,96,28,14,138
1363317,163,47,24,234
1363322,165,48,24,237
1363324,246,70,36,352
1363326,218,62,32,312
1363327,131,38,19,188
1363328,305,88,44,437
1363329,234,67,34,335
1363331,72,20,11,103
1363332,234,67,34,335
1363333,82,24,12,118
1363334,8,2,2,12
1363335,62,18,9,89
1363336,352,101,51,504
1363337,228,65,33,326
1363339,312,90,45,447
1363341,212,60,31,303
1363354,1,0,1,2
1363358,336,96,49,481
1363359,164,47,24,235
1363362,424,121,61,606
1363368,2,1,1,4
1363386,301,86,44,431
1363401,161,46,24,231
1363402,222,64,32,318
1363403,185,53,27,265
1363407,126,36,19,181
1363409,189,54,28,271
1363410,254,72,37,363
1363413,165,48,24,237
1363420,158,45,23,226
1363421,207,59,30,296
1363422,2,1,1,4
1363424,301,86,43,430
1363426,106,30,16,152
1363433,296,84,43,423
1363434,161,46,23,230
1363440,261,74,38,373
1363441,150,43,22,215
1363442,304,87,44,435
1363446,275,78,40,393
1363447,173,50,25,248
1363451,263,76,38,377
1363452,195,56,28,279
1363453,61,18,9,88
1363454,140,40,20,200
1363455,289,82,42,413
1363456,254,73,37,364
1363458,290,83,42,415
1363459,256,74,37,367
1363460,317,90,46,453
1363461,295,84,43,422
1363467,253,72,37,362
1363468,298,85,43,426
1363469,274,78,40,392
1363472,181,52,26,259
1363474,165,47,24,236
1363475,298,86,43,427
1363476,143,41,21,205
1363477,207,60,30,297
1363478,145,42,21,208
1363481,312,90,45,447
1363483,308,88,44,440
1363485,56,16,8,80
1363487,242,69,35,346
1363489,163,47,24,234
1363490,291,84,42,417
1363491,198,57,29,284
1363492,136,39,20,195
1363493,66,19,10,95
1363495,14,4,3,21
1363496,257,74,37,368
1363497,142,41,21,204
1363498,181,52,26,259
1363499,151,44,22,217
1363500,317,91,46,454
1363501,333,96,48,477
1363502,59,17,9,85
1363504,174,50,25,249
1363505,184,53,27,264
1363506,205,58,30,293
1363507,165,48,24,237
1363508,312,89,45,446
1363522,166,48,24,238
1363526,287,82,42,411
1363534,179,52,26,257
1363540,9,2,2,13
1363543,112,32,16,160
1363544,186,53,27,266
1363550,151,44,22,217
1363551,172,50,25,247
1363553,176,50,26,252
1363555,186,54,27,267
1363557,50,14,8,72
1363560,101,29,15,145
1363562,2,0,1,3
1363575,457,130,66,653
1363579,193,55,28,276
1363586,3,1,1,5
1363593,251,72,36,359
1363595,296,84,43,423
1363598,350,100,51,501
1363600,285,82,41,408
1363603,299,86,43,428
1363610,214,61,31,306
1363615,288,82,42,412
1363616,67,19,10,96
1363618,189,54,28,271
1363619,133,38,19,190
1363622,166,48,24,238
1363624,379,108,55,542
1363625,163,46,24,233
1363630,167,48,24,239
1363638,306,88,44,438
1363639,184,53,27,264
1363642,359,102,52,513
1363646,94,27,14,135
1363647,271,78,39,388
1363651,356,102,51,509
1363658,165,48,24,237
1363659,189,54,27,270
1363660,359,103,52,514
1363666,132,38,19,189
1363670,150,43,22,215
1363671,303,87,44,434
1363672,54,16,8,78
1363673,131,38,19,188
1363674,196,56,29,281
1363675,158,45,23,226
1363676,314,90,45,449
1363677,129,37,19,185
1363680,110,32,16,158
1363687,386,110,56,552
1363698,427,122,61,610
1363699,293,84,42,419
1363700,158,45,23,226
1363703,196,56,28,280
1363705,320,92,46,458
1363706,358,102,52,512
1363707,352,100,51,503
1363708,191,55,28,274
1363710,11,3,2,16
1363722,21,6,4,31
1363728,357,102,52,511
1363729,213,61,31,305
1363730,310,88,45,443
1363731,290,83,42,415
1363732,324,92,47,463
1363733,303,87,44,434
1363734,225,64,33,322
1363735,170,48,25,243
1363736,70,20,11,101
1363737,233,66,34,333
1363738,163,46,24,233
1363739,170,49,25,244
1363740,254,72,37,363
1363741,162,46,24,232
1363742,46,13,7,66
1363749,227,65,33,325
1363751,11,3,2,16
1363753,165,47,24,236
1363764,373,107,54,534
1363769,218,62,32,312
1363770,296,84,43,423
1363772,172,49,25,246
1363778,336,96,48,480
1363791,289,82,42,413
1363793,259,74,38,371
1363794,205,59,30,294
1363797,134,38,20,192
1363798,181,52,26,259
1363799,241,69,35,345
1363800,165,48,24,237
1363801,350,100,50,500
1363802,232,66,34,332
1363803,293,84,42,419
1363804,62,18,9,89
1363805,135,39,20,194
1363813,409,117,59,585
1363814,274,78,40,392
1363815,219,62,32,313
1363822,270,77,39,386
1363823,11,4,2,17
1363832,416,119,60,595
1363835,319,92,46,457
1363838,196,56,28,280
1363840,147,42,22,211
1363842,263,75,38,376
1363849,241,69,35,345
1363850,336,96,49,481
1363852,135,39,20,194
1363854,52,15,8,75
1363858,215,62,31,308
1363859,179,51,26,256
1363860,157,45,23,225
1363871,198,57,29,284
1363872,171,49,25,245
1363875,200,57,29,286
1363876,102,29,15,146
1363878,324,92,47,463
1363879,269,77,39,385
1363880,96,28,14,138
1363882,314,90,45,449
1363883,298,85,43,426
1363884,305,87,44,436
1363885,220,63,32,315
1363886,296,84,43,423
1363887,230,66,33,329
1363889,317,90,46,453
1363891,177,51,26,254
1363892,234,67,34,335
1363893,282,81,41,404
1363894,175,50,25,250
1363895,67,19,10,96
1363896,289,83,42,414
1363897,305,87,44,436
1363898,141,40,21,202
1363899,116,34,17,167
1363901,352,100,51,503
1363903,78,22,12,112
1363904,181,52,26,259
1363906,296,85,43,424
1363908,337,96,49,482
1363909,354,102,51,507
1363910,314,90,45,449
1363911,259,74,37,370
1363914,209,60,30,299
1363915,273,78,40,391
1363917,182,52,27,261
1363920,240,69,35,344
1363922,122,35,18,175
1363926,185,53,27,265
1363929,67,20,10,97
1363933,174,50,25,249
1363941,208,60,30,298
1363943,31,9,5,45
1363944,265,76,38,379
1363945,183,52,27,262
1363946,180,52,26,258
1363947,363,104,52,519
1363952,168,48,24,240
1363953,300,86,43,429
1363960,254,73,37,364
1363972,231,66,34,331
1363973,136,39,20,195
1363974,261,74,38,373
1363975,67,20,10,97
1363976,131,38,19,188
1363978,296,84,43,423
1363979,65,18,10,93
1363987,354,101,51,506
1363988,435,124,63,622
1363991,299,86,43,428
1363992,188,54,27,269
1363993,242,70,35,347
1363994,333,96,48,477
1363996,341,98,49,488
1363997,352,101,51,504
1363999,361,103,52,516
1364006,259,74,37,370
1364007,158,46,23,227
1364016,223,64,32,319
1364019,230,67,33,330
1364022,17,5,3,25
1364024,112,32,16,160
1364025,78,22,12,112
1364028,253,72,37,362
1364029,243,70,35,348
1364031,244,71,35,350
1364032,233,66,34,333
1364037,154,44,23,221
1364038,85,24,13,122
1364039,290,83,42,415
1364040,222,64,32,318
1364046,425,122,61,608
1364047,58,16,9,83
1364048,228,66,33,327
1364049,327,94,47,468
1364058,230,66,33,329
1364059,332,95,48,475
1364060,317,90,46,453
1364061,189,54,27,270
1364062,257,74,37,368
1364063,261,74,38,373
1364064,254,73,37,364
1364065,319,92,46,457
1364066,254,72,37,363
1364067,247,71,36,354
1364068,271,78,39,388
1364069,179,51,26,256
1364071,95,28,14,137
1364072,119,34,18,171
1364074,112,32,17,161
1364079,340,97,49,486
1364082,135,39,20,194
1364085,240,69,35,344
1364089,183,52,27,262
1364090,313,90,45,448
1364093,277,80,40,397
1364100,313,90,45,448
1364101,54,16,8,78
1364107,37,10,6,53
1364108,191,55,28,274
1364114,210,60,31,301
1364120,266,76,38,380
1364122,251,73,36,360
1364127,237,69,34,340
1364131,151,44,22,217
1364133,161,46,23,230
1364138,337,96,49,482
1364141,207,59,30,296
1364142,39,11,6,56
1364143,312,90,45,447
1364145,342,98,49,489
1364146,193,55,28,276
1364147,186,53,27,266
1364148,9,3,2,14
1364150,123,35,18,176
1364151,223,64,32,319
1364152,364,104,53,521
1364154,227,65,33,325
1364155,175,50,25,250
1364156,7,2,1,10
1364157,333,95,48,476
1364158,190,54,28,272
1364160,347,100,50,497
1364162,86,24,13,123
1364164,353,101,51,505
1364165,163,46,24,233
1364167,301,86,44,431
1364168,289,82,42,413
1364169,133,38,20,191
1364170,357,102,52,511
1364171,284,81,41,406
1364172,237,68,34,339
1364173,354,102,51,507
1364179,56,16,9,81
1364415,7,2,2,11
1365253,388,111,56,555
1365431,74,22,11,107
1365482,6,2,1,9
1366028,116,34,17,167
1367431,157,45,23,225
1367432,290,83,42,415
1369068,576,164,83,823
1369309,232,66,34,332
1369508,208,60,30,298
1369989,130,37,19,186
1370072,352,100,51,503
1370637,221,64,32,317
1370859,355,102,51,508
1373165,114,32,17,163
1373840,200,58,29,287
1374048,243,70,35,348
1374114,223,64,32,319
1374231,200,58,29,287
1374758,173,50,25,248
1374876,157,45,23,225
1376006,198,57,29,284
1376496,12,4,2,18
1377901,178,51,26,255
1378563,152,44,22,218
1378797,168,48,24,240
1379513,144,42,21,207
1379525,116,34,17,167
1379532,298,85,43,426
1379585,158,46,23,227
1380238,234,67,34,335
1380273,329,94,48,471
1380655,191,54,28,273
1381315,170,49,25,244
1381430,153,44,22,219
1382101,176,50,26,252
1382106,263,75,38,376
1382107,209,60,30,299
1382119,156,45,23,224
1382174,191,55,28,274
1382784,175,50,25,250
1382844,187,54,27,268
1383109,142,41,21,204
1383635,238,68,35,341
1383978,62,19,9,90
1384482,205,58,30,293
1384485,319,92,46,457
1384658,103,30,15,148
1386159,259,74,38,371
1386562,112,32,16,160
1386773,151,43,22,216
1386912,30,8,5,43
1388692,250,72,36,358
1388727,351,100,51,502
1388765,2,0,1,3
1388766,106,30,16,152
1388767,76,22,11,109
1388770,177,50,26,253
1388785,182,52,26,260
1388786,168,48,24,240
1388787,411,118,59,588
1388788,75,22,11,108
1388790,5,2,1,8
1388793,116,34,17,167
1388794,105,30,15,150
1388801,214,61,31,306
1388802,214,61,31,306
1388806,132,38,19,189
1388809,184,53,27,264
1388812,213,61,31,305
1388833,76,22,11,109
1388834,81,23,12,116
1388890,169,48,25,242
1388898,21,6,3,30
1388905,158,46,23,227
1388906,4,2,1,7
1388913,290,83,42,415
1388915,162,46,24,232
1388916,174,50,25,249
1388918,105,30,16,151
1388920,120,34,18,172
1388921,11,4,2,17
1388941,184,52,27,263
1388990,154,44,22,220
1389002,16,5,3,24
1389003,86,25,13,124
1389004,31,9,5,45
1389010,2,1,1,4
1389017,4,2,1,7
1389018,270,77,39,386
1389022,350,100,51,501
1389028,184,53,27,264
1389039,59,17,9,85
1389057,12,4,2,18
1389058,174,50,25,249
1389059,213,61,31,305
1389080,6,2,1,9
1389142,44,12,7,63
1389206,192,55,28,275
1389216,43,12,7,62
1389219,120,34,18,172
1389228,246,70,36,352
1389233,7,2,1,10
1389234,3,1,1,5
1389240,163,47,24,234
1389242,11,3,2,16
1389244,209,60,30,299
1389247,100,28,15,143
1389249,163,46,24,233
1389250,8,2,2,12
1389251,194,56,28,278
1389265,205,58,30,293
1389268,203,58,30,291
1389273,11,3,2,16
1389282,189,54,28,271
1389291,7,2,2,11
1389294,84,24,13,121
1389299,128,37,19,184
1389300,30,8,5,43
1389307,162,46,24,232
1389308,116,34,17,167
1389311,228,65,33,326
1389320,164,47,24,235
1389328,199,57,29,285
1389329,98,28,15,141
1389330,84,24,13,121
1389334,185,53,27,265
1389335,62,19,9,90
1389336,84,24,13,121
1389338,41,12,6,59
1389342,6,2,1,9
1389345,195,56,28,279
1389346,159,46,23,228
1389364,122,35,18,175
1389368,193,55,28,276
1389369,222,64,32,318
1389387,19,6,3,28
1389389,16,5,3,24
1389392,20,6,3,29
1389394,88,25,13,126
1389396,8,2,2,12
1389397,17,5,3,25
1389398,98,28,14,140
1389400,1,0,1,2
1389401,3,1,1,5
1389402,14,4,3,21
1389405,218,62,32,312
1389424,138,40,20,198
1389425,3,1,1,5
1389446,82,24,12,118
1389448,13,4,2,19
1389450,144,42,21,207
1389451,50,14,8,72
1389455,38,11,6,55
1389462,135,38,20,193
1389463,141,40,21,202
1389475,59,17,9,85
1389487,96,28,14,138
1389492,181,52,26,259
1389494,7,2,2,11
1389495,211,60,31,302
1389505,100,29,15,144
1389508,8,2,2,12
1389510,333,95,48,476
1389511,172,50,25,247
1389514,19,6,3,28
1389525,15,4,3,22
1389530,10,3,2,15
1389532,44,13,7,64
1389535,10,3,2,15
1389536,93,27,14,134
1389539,81,24,12,117
1389542,126,36,19,181
1389543,112,32,16,160
1389550,398,114,57,569
1389553,284,81,41,406
1389557,1,0,1,2
1389559,5,2,1,8
1389567,201,58,29,288
1389568,171,49,25,245
1389570,256,74,37,367
1389571,47,14,7,68
1389573,172,50,25,247
1389576,221,64,32,317
1389580,140,40,21,201
1389581,277,79,40,396
1389582,15,4,3,22
1389583,21,6,3,30
1389585,49,14,7,70
1389586,12,4,2,18
1389587,85,24,13,122
1389589,210,60,31,301
1389590,209,60,30,299
1389591,23,7,4,34
1389593,81,24,12,117
1389594,129,37,19,185
1389596,133,38,20,191
1389597,151,43,22,216
1389598,65,18,10,93
1389603,196,56,28,280
1389612,1,0,1,2
1389627,221,63,32,316
1389628,74,22,11,107
1389635,224,64,33,321
1389636,70,20,10,100
1389646,2,0,1,3
1389650,161,46,23,230
1389658,61,18,9,88
1389659,2,0,1,3
1389661,17,5,3,25
1389705,173,50,25,248
1389717,151,44,22,217
1389718,172,49,25,246
1389726,125,37,18,180
1389728,161,46,24,231
1389738,53,15,8,76
1389740,139,40,20,199
1389742,42,12,6,60
1389744,3,1,1,5
1389746,8,2,2,12
1389771,125,36,18,179
1389796,72,20,11,103
1389797,54,16,8,78
1389800,129,37,19,185
1389806,14,4,2,20
1389810,95,27,14,136
1389814,4,1,1,6
1389815,148,42,22,212
1389817,127,36,19,182
1389821,11,3,2,16
1389833,238,68,35,341
1389835,134,38,20,192
1389859,74,22,11,107
1389922,18,6,3,27
1389929,44,12,7,63
1389945,141,40,21,202
1389950,9,2,2,13
1389956,4,2,1,7
1389964,105,30,15,150
1389966,264,76,38,378
1389969,56,16,9,81
1389974,238,68,35,341
1389975,196,56,29,281
1389976,255,73,37,365
1389977,158,46,23,227
1389978,203,58,30,291
1389979,179,51,26,256
1389980,149,42,22,213
1389983,1,0,1,2
1389984,147,42,21,210
1389986,3,1,1,5
1389990,155,44,23,222
1390038,188,54,27,269
1390051,78,22,12,112
1390055,1,0,1,2
1390058,198,56,29,283
1390068,255,73,37,365
1390074,57,16,9,82
1390093,139,40,20,199
1390095,352,101,51,504
1390127,2,0,1,3
1390132,3,1,1,5
1390137,2,1,1,4
1390138,107,31,16,154
1390146,7,2,1,10
1390154,12,4,2,18
1390158,5,2,1,8
1390160,9,3,2,14
1390208,65,19,10,94
1390225,9,2,2,13
1390226,2,1,1,4
1390244,4,1,1,6
1390269,176,50,26,252
1390270,7,2,1,10
1390300,294,84,42,420
1390345,164,47,24,235
1390349,2,1,1,4
1390356,90,26,13,129
1390362,2,0,1,3
1390365,2,1,1,4
1390376,16,5,3,24
1390378,20,6,3,29
1390388,3,1,1,5
1390392,2,1,1,4
1390421,4,1,1,6
1390426,6,2,1,9
1390432,13,4,2,19
1390465,2,0,1,3
1390466,65,18,10,93
1390467,1,0,1,2
1390468,70,20,10,100
1390469,5,2,1,8
1390477,14,4,2,20
1390486,205,58,30,293
1390495,198,57,29,284
1390532,152,44,22,218
1390533,2,0,1,3
1390534,1,0,1,2
1390535,12,4,2,18
1390539,27,8,4,39
1390584,350,100,50,500
1390585,15,4,3,22
1390603,266,76,38,380
1390615,81,24,12,117
1390623,156,44,23,223
1390627,81,23,12,116
1390629,18,5,3,26
1390637,296,85,43,424
1390638,200,57,29,286
1390639,51,15,8,74
1390640,206,59,30,295
1390641,140,40,20,200
1390642,25,7,4,36
1390643,4,2,1,7
1390652,157,45,23,225
1390653,223,64,32,319
1390654,35,10,5,50
1390655,156,45,23,224
1390657,133,38,19,190
1390658,150,43,22,215
1390659,219,62,32,313
1390660,40,12,6,58
1390662,1,0,1,2
1390663,234,67,34,335
1390665,199,57,29,285
1390666,226,64,33,323
1390669,235,68,34,337
1390671,251,73,36,360
1390672,45,13,7,65
1390673,152,44,22,218
1390674,222,64,32,318
1390675,113,32,17,162
1390677,42,12,6,60
1390680,346,99,50,495
1390687,301,86,44,431
1390690,72,21,11,104
1390691,260,74,38,372
1390692,69,20,10,99
1390693,10,3,2,15
1390699,259,74,38,371
1390702,193,55,28,276
1390703,14,4,2,20
1390706,198,56,29,283
1390716,16,4,3,23
1390725,214,61,31,306
1390734,166,48,24,238
1390740,228,65,33,326
1390756,171,49,25,245
1390760,135,39,20,194
1390761,170,49,25,244
1390764,130,38,19,187
1390765,52,15,8,75
1390766,37,11,6,54
1390774,128,36,19,183
1390776,39,11,6,56
1390777,25,7,4,36
1390778,182,52,26,260
1390779,156,44,23,223
1390780,158,45,23,226
1390782,165,48,24,237
1390783,133,38,20,191
1390785,146,42,21,209
1390786,162,46,24,232
1390790,95,28,14,137
1390793,98,28,15,141
1390795,142,40,21,203
1390800,149,42,22,213
1390801,178,51,26,255
1390802,112,32,17,161
1390803,163,46,24,233
1390807,166,48,24,238
1390811,132,38,19,189
1390815,64,18,10,92
1390818,2,0,1,3
1390820,60,18,9,87
1390821,84,24,12,120
1390822,13,4,2,19
1390832,26,8,4,38
1390836,142,40,21,203
1390837,156,45,23,224
1390846,98,28,14,140
1390849,160,46,23,229
1390851,183,52,27,262
1390852,110,32,16,158
1390856,143,41,21,205
1390862,21,6,3,30
1390863,139,40,20,199
1390864,158,45,23,226
1390865,13,4,2,19
1390866,63,18,10,91
1390870,175,50,26,251
1390872,39,12,6,57
1390874,74,21,11,106
1390878,95,27,14,136
1390879,149,42,22,213
1390880,102,30,15,147
1390883,85,24,13,122
1390884,149,43,22,214
1390887,152,44,22,218
1390890,128,36,19,183
1390894,91,26,13,130
1390898,144,42,21,207
1390899,11,3,2,16
1390902,153,44,22,219
1390904,80,23,12,115
1390910,125,36,18,179
1390914,123,35,18,176
1390921,133,38,20,191
1390927,152,44,22,218
1390929,131,38,19,188
1390931,149,42,22,213
1390933,186,53,27,266
1390934,163,46,24,233
1390943,240,68,35,343
1390944,270,77,39,386
1390945,172,50,25,247
1390949,289,82,42,413
1390951,62,19,9,90
1390952,427,122,62,611
1390953,197,56,29,282
1390954,277,79,40,396
1390955,173,50,25,248
1390956,144,42,21,207
1390957,170,49,25,244
1390962,205,59,30,294
1390963,139,40,20,199
1390966,175,50,25,250
1390967,194,56,28,278
1390972,339,97,49,485
1390979,27,8,4,39
1390981,133,38,20,191
1390993,63,18,10,91
1390995,165,47,24,236
1390997,193,56,28,277
1391007,23,7,4,34
1391023,184,53,27,264
1391025,175,50,26,251
1391028,228,66,33,327
1391037,305,88,44,437
1391044,172,49,25,246
1391053,12,4,2,18
1391054,2,1,1,4
1391070,3,1,1,5
1391074,208,60,30,298
1391077,2,0,1,3
1391078,147,42,21,210
1391079,120,34,18,172
1391085,53,15,8,76
1391088,59,17,9,85
1391092,226,64,33,323
1391094,171,49,25,245
1391099,233,67,34,334
1391100,153,44,22,219
1391101,14,4,2,20
1391103,351,100,51,502
1391104,350,100,50,500
1391110,301,86,44,431
1391111,2,0,1,3
1391112,225,64,33,322
1391113,197,56,29,282
1391114,30,8,5,43
1391120,133,38,20,191
1391122,172,50,25,247
1391143,158,45,23,226
1391144,153,44,22,219
1391148,159,46,23,228
1391151,77,22,12,111
1391152,177,50,26,253
1391154,203,58,29,290
1391159,198,57,29,284
1391161,220,63,32,315
1391163,168,48,25,241
1391184,196,56,28,280
1391185,46,13,7,66
1391190,158,46,23,227
1391192,301,86,43,430
1391197,196,56,29,281
1391198,107,31,16,154
1391206,39,11,6,56
1391207,16,4,3,23
1391209,193,56,28,277
1391213,2,1,1,4
1391221,30,8,5,43
1391226,301,86,44,431
1391233,3,1,1,5
1391235,171,49,25,245
1391250,170,48,25,243
1391294,153,44,22,219
1391298,176,50,26,252
1391301,247,71,36,354
1391303,193,56,28,277
1391304,219,62,32,313
1391305,205,58,30,293
1391306,259,74,38,371
1391308,33,10,5,48
1391309,154,44,23,221
1391310,230,66,33,329
1391312,165,47,24,236
1391313,35,10,5,50
1391317,77,22,11,110
1391318,91,26,13,130
1391319,83,24,12,119
1391320,9,2,2,13
1391322,121,35,18,174
1391323,91,26,14,131
1391326,100,28,15,143
1391328,130,37,19,186
1391330,191,54,28,273
1391331,144,41,21,206
1391332,191,55,28,274
1391333,24,7,4,35
1391335,13,4,2,19
1391336,289,83,42,414
1391337,105,30,16,151
1391345,180,52,26,258
1391349,195,56,28,279
1391350,207,60,30,297
1391351,172,50,25,247
1391352,9,2,2,13
1391354,399,114,57,570
1391355,151,44,22,217
1391357,203,58,30,291
1391358,138,40,20,198
1391359,107,30,16,153
1391360,278,80,40,398
1391361,319,92,46,457
1391363,123,36,18,177
1391367,65,18,10,93
1391368,431,123,62,616
1391371,148,42,22,212
1391375,435,124,63,622
1391394,240,69,35,344
1391400,16,4,3,23
1391402,191,55,28,274
1391408,328,94,47,469
1391409,184,53,27,264
1391410,352,101,51,504
1391411,266,76,38,380
1391412,93,27,14,134
1391418,284,81,41,406
1391419,187,54,27,268
1391424,217,62,32,311
1391425,293,84,42,419
1391426,123,35,18,176
1391427,154,44,23,221
1391432,74,22,11,107
1391433,265,76,38,379
1391434,390,112,56,558
1391443,14,4,2,20
1391444,14,4,2,20
1391445,278,80,40,398
1391446,126,36,19,181
1391447,4,2,1,7
1391451,57,16,9,82
1391452,24,7,4,35
1391455,107,30,16,153
1391456,17,5,3,25
1391457,160,46,23,229
1391458,186,54,27,267
1391459,9,2,2,13
1391460,91,26,14,131
1391471,79,23,12,114
1391474,130,37,19,186
1391476,222,64,32,318
1391477,109,32,16,157
1391478,263,76,38,377
1391480,122,35,18,175
1391488,341,98,49,488
1391489,194,56,28,278
1391491,70,20,10,100
1391494,128,37,19,184
1391495,259,74,37,370
1391498,152,44,22,218
1391499,28,8,5,41
1391500,112,32,17,161
1391501,293,84,42,419
1391502,29,8,5,42
1391503,170,49,25,244
1391505,81,23,12,116
1391507,158,45,23,226
1391508,68,20,10,98
1391509,146,42,21,209
1391511,66,19,10,95
1391513,150,43,22,215
1391518,226,64,33,323
1391519,132,38,19,189
1391521,92,26,14,132
1391529,134,38,20,192
1391531,273,78,40,391
1391532,10,3,2,15
1391534,14,4,3,21
1391536,112,32,16,160
1391542,256,74,37,367
1391550,186,53,27,266
1391596,234,67,34,335
1391605,222,64,32,318
1391619,175,50,25,250
1391643,255,73,37,365
1391644,9,2,2,13
1391645,59,17,9,85
1391646,25,7,4,36
1391648,258,74,37,369
1391649,251,73,36,360
1391652,317,91,46,454
1391654,130,37,19,186
1391655,270,77,39,386
1391658,281,80,41,402
1391661,256,73,37,366
1391664,39,11,6,56
1391665,86,25,13,124
1391666,192,55,28,275
1391668,2,1,1,4
1391669,130,37,19,186
1391670,19,6,3,28
1391677,51,15,8,74
1391680,255,73,37,365
1391690,114,33,17,164
1391691,122,35,18,175
1391692,25,8,4,37
1391697,230,67,33,330
1391706,120,34,18,172
1391709,137,39,20,196
1391710,121,35,18,174
1391716,152,44,22,218
1391723,150,43,22,215
1391724,248,71,36,355
1391727,233,66,34,333
1391733,206,59,30,295
1391734,23,6,4,33
1391736,240,68,35,343
1391743,172,49,25,246
1391747,229,66,33,328
1391748,283,81,41,405
1391749,286,82,41,409
1391750,152,44,22,218
1391752,161,46,23,230
1391753,189,54,28,271
1391755,142,40,21,203
1391756,34,10,5,49
1391757,221,63,32,316
1391759,223,64,32,319
1391763,109,32,16,157
1391764,4,1,1,6
1391767,39,12,6,57
1391769,21,6,3,30
1391771,62,19,9,90
1391774,2,0,1,3
1391775,149,43,22,214
1391778,25,7,4,36
1391781,5,2,1,8
1391783,12,4,2,18
1391784,4,2,1,7
1391786,282,81,41,404
1391788,50,14,8,72
1391790,151,43,22,216
1391793,179,52,26,257
1391796,217,62,32,311
1391797,287,82,42,411
1391798,193,55,28,276
1391802,7,2,1,10
1391805,116,34,17,167
1391807,177,50,26,253
1391809,140,40,20,200
1391810,192,55,28,275
1391814,78,22,12,112
1391823,312,89,45,446
1391830,128,37,19,184
1391833,207,59,30,296
1391840,138,40,20,198
1391841,122,35,18,175
1391843,14,4,3,21
1391846,47,14,7,68
1391847,147,42,22,211
1391851,170,48,25,243
1391853,224,64,32,320
1391868,208,60,30,298
1391869,39,12,6,57
1391876,160,46,23,229
1391878,166,48,24,238
1391881,159,46,23,228
1391887,168,48,24,240
1391891,97,28,14,139
1391896,247,71,36,354
1391898,21,6,4,31
1391922,293,84,42,419
1391926,21,6,3,30
1391952,177,50,26,253
1391953,230,66,33,329
1391958,385,110,56,551
1391960,154,44,23,221
1391961,145,42,21,208
1391962,105,30,16,151
1391963,182,52,26,260
1391964,74,21,11,106
1391967,178,51,26,255
1391975,129,37,19,185
1391989,223,64,32,319
1391994,230,66,33,329
1391998,104,30,15,149
1392004,66,19,10,95
1392006,2,0,1,3
1392015,159,46,23,228
1392016,170,49,25,244
1392020,257,74,37,368
1392023,116,34,17,167
1392024,137,39,20,196
1392025,198,57,29,284
1392035,1,0,1,2
1392037,15,4,3,22
1392040,45,13,7,65
1392041,365,104,53,522
1392044,4,2,1,7
1392047,163,47,24,234
1392050,30,8,5,43
1392051,5,2,1,8
1392052,214,62,31,307
1392054,12,4,2,18
1392059,288,82,42,412
1392064,164,47,24,235
1392066,191,54,28,273
1392067,201,58,29,288
1392075,4,1,1,6
1392078,168,48,24,240
1392085,15,4,3,22
1392088,63,18,10,91
1392090,12,4,2,18
1392092,23,7,4,34
1392093,163,47,24,234
1392096,229,66,33,328
1392099,2,1,1,4
1392102,200,57,29,286
1392106,69,20,10,99
1392108,109,32,16,157
1392109,23,7,4,34
1392113,33,10,5,48
1392114,13,4,2,19
1392116,73,21,11,105
1392121,195,56,28,279
1392124,152,44,22,218
1392128,156,45,23,224
1392129,246,70,36,352
1392130,139,40,20,199
1392136,261,75,38,374
1392137,85,24,13,122
1392138,25,8,4,37
1392147,4,2,1,7
1392153,32,10,5,47
1392155,297,85,43,425
1392156,245,70,36,351
1392157,26,8,4,38
1392158,235,67,34,336
1392159,4,1,1,6
1392161,232,66,34,332
1392163,20,6,3,29
1392164,166,48,24,238
1392165,10,3,2,15
1392167,220,63,32,315
1392168,41,12,6,59
1392172,185,53,27,265
1392175,3,1,1,5
1392176,245,70,36,351
1392177,4,1,1,6
1392178,189,54,27,270
1392181,2,0,1,3
1392182,181,52,26,259
1392186,25,7,4,36
1392187,218,62,32,312
1392190,190,54,28,272
1392191,49,14,8,71
1392193,156,45,23,224
1392194,4,1,1,6
1392198,146,42,21,209
1392201,2,1,1,4
1392212,125,36,18,179
1392216,46,13,7,66
1392218,3,1,1,5
1392219,129,37,19,185
1392220,135,39,20,194
